19demarzo/19demarzo_0000.wav|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|Durante nuestra conversacion adverti que la multitud aumentaba apretandose mas.|5.88
19demarzo/19demarzo_0119.wav|Pero en la noche de aquel mismo dia fue cuando pude medir en toda su inexplorada profundidad el abismo de ignorancia y fanatismo de aquel punado de revolucionarios.|Pero en la noche de aquel mismo dia fue cuando pude medir en toda su inexplorada profundidad el abismo de ignorancia y fanatismo de aquel punado de revolucionarios.|9.86
19demarzo/19demarzo_0120.wav|No hallando otro alivio a mi aburrimiento que la asistencia a la taberna en compania de Lopito en cuanto cerro la noche procure tranquilizar a D. Celestino y me fui alla.|No hallando otro alivio a mi aburrimiento que la asistencia a la taberna en compania de Lopito en cuanto cerro la noche procure tranquilizar a Don Celestino y me fui alla.|10.23
19demarzo/19demarzo_0121.wav|Lopito que me aguardaba con impaciencia me dijo al verme a su lado: -Me alegro de que hayas venido pues con eso no perderas lo mejor.|Lopito que me aguardaba con impaciencia me dijo al verme a su lado: -Me alegro de que hayas venido pues con eso no perderas lo mejor.|9.17
19demarzo/19demarzo_0122.wav|Aqui esta reunida toda la gente y despues... despues veremos.|Aqui esta reunida toda la gente y despues... despues veremos.|6.43
19demarzo/19demarzo_0123.wav|La taberna del tio Malayerba estaba llena de bote en bote y tambien disfrutaba el honor de una desmesurada concurrencia un patio interior destinado de ordinario a paradero y taller de carreteria.|La taberna del tio Malayerba estaba llena de bote en bote y tambien disfrutaba el honor de una desmesurada concurrencia un patio interior destinado de ordinario a paradero y taller de carreteria.|11.82
19demarzo/19demarzo_0124.wav|No puedo haceros formar idea de la variedad de trajes que alli vi|No puedo haceros formar idea de la variedad de trajes que alli vi|3.66
19demarzo/19demarzo_0125.wav|pues creo que habia cuantos han cortado la historia la costumbre y el hambre con su triple tijera. Veianse muchos hombres envueltos en mantas|pues creo que habia cuantos han cortado la historia la costumbre y el hambre con su triple tijera. Veianse muchos hombres envueltos en mantas|9.54
19demarzo/19demarzo_0126.wav|con sombrero manchego y abarcas de cuero otros tantos cuyas cabezas negras y redondas adornaba un pingajo enrollado|con sombrero manchego y abarcas de cuero otros tantos cuyas cabezas negras y redondas adornaba un pingajo enrollado|7.64
19demarzo/19demarzo_0127.wav|ultima gradacion de turbante oriental otros muchos calzados con la silenciosa alpargata ese pie de gato que tan bien cuadra al ladron|ultima gradacion de turbante oriental otros muchos calzados con la silenciosa alpargata ese pie de gato que tan bien cuadra al ladron|9.25
19demarzo/19demarzo_0128.wav|muchos con chalecos botonados de moneditas se cenian la faja morada que parece el ultimo jiron de la bandera de las comunidades|muchos con chalecos botonados de moneditas se cenian la faja morada que parece el ultimo jiron de la bandera de las comunidades|7.57
19demarzo/19demarzo_0129.wav|y entre esta mezcolanza de panos pardos sombreros negros y mantas amarillas|y entre esta mezcolanza de panos pardos sombreros negros y mantas amarillas|5.4
19demarzo/19demarzo_0130.wav|se destacaban multitud de capas encarnadas cubriendo cuerpos famosos de las Vistillas|se destacaban multitud de capas encarnadas cubriendo cuerpos famosos de las Vistillas|4.68
19demarzo/19demarzo_0131.wav|del Ave-Maria del Carnero de la Paloma del aguila del Humilladero de la Arganzuela de Mira el Rio de los Cojos del Oso del Tribulete de Ministriles de los Tres Peces|del Ave-Maria del Carnero de la Paloma del aguila del Humilladero de la Arganzuela de Mira el Rio de los Cojos del Oso del Tribulete de Ministriles de los Tres Peces|11.73
19demarzo/19demarzo_0132.wav|y otros celebres faubourgs (permitasenos la palabrota)|y otros celebres faubourgs permitasenos la palabrota|3.85
19demarzo/19demarzo_0133.wav|donde siempre germino al beso del sol de Castilla la flor de la granujeria. En cuanto a la variedad de las voces nada puedo decir|donde siempre germino al beso del sol de Castilla la flor de la granujeria. En cuanto a la variedad de las voces nada puedo decir|9.3
19demarzo/19demarzo_0134.wav|porque todos hablaban a un tiempo. Pero al fin de aquella reunion como en todas las de igual naturaleza resono una voz para dominar a las demas.|porque todos hablaban a un tiempo. Pero al fin de aquella reunion como en todas las de igual naturaleza resono una voz para dominar a las demas.|9.06
19demarzo/19demarzo_0135.wav|La multitud sabe a veces callar para oir sin duda porque se marea con sus propios gritos. Algunos de los presentes dijeron: «que hable Pujitos»|La multitud sabe a veces callar para oir sin duda porque se marea con sus propios gritos. Algunos de los presentes dijeron: que hable Pujitos |9.43
19demarzo/19demarzo_0136.wav|y al instante Pujitos cediendo a los reiterados ruegos de sus amigos politicos (dispensadme este anacronismo)|y al instante Pujitos cediendo a los reiterados ruegos de sus amigos politicos dispensadme este anacronismo |6.72
19demarzo/19demarzo_0137.wav|salio al mostrador de la taberna rompiendo tres vasos y dos botellas que sin duda le cargarian en cuenta al heredero de la corona de dos mundos.|salio al mostrador de la taberna rompiendo tres vasos y dos botellas que sin duda le cargarian en cuenta al heredero de la corona de dos mundos.|10.25
19demarzo/19demarzo_0138.wav|Pujitos era lo que en los sainetes de D. Ramon de la Cruz se senala con la denominacion de majo decente es decir|Pujitos era lo que en los sainetes de Don Ramon de la Cruz se senala con la denominacion de majo decente es decir|6.98
19demarzo/19demarzo_0139.wav|un majo que lo era mas por aficion que por clase personaje sublimado por el oficio de obra prima el de carpintero o el de platero|un majo que lo era mas por aficion que por clase personaje sublimado por el oficio de obra prima el de carpintero o el de platero|8.07
19demarzo/19demarzo_0140.wav|y que no necesitaba vender hierro viejo en el Rastro ni acarrear aguas de las fuentes suburbanas ni cortar carne en las plazuelas ni degollar reses en el matadero|y que no necesitaba vender hierro viejo en el Rastro ni acarrear aguas de las fuentes suburbanas ni cortar carne en las plazuelas ni degollar reses en el matadero|9.68
19demarzo/19demarzo_0141.wav|ni vender aguardiente en Las Americas ni machacar cacao en Santa Cruz ni vender torrados en la verbena de San Antonio|ni vender aguardiente en Las Americas ni machacar cacao en Santa Cruz ni vender torrados en la verbena de San Antonio|7.33
19demarzo/19demarzo_0142.wav|ni lavar tripas alla por el portillo de Gilimon ni freir bunuelos en la esquina del hospital de la V.O.T.|ni lavar tripas alla por el portillo de Gilimon ni freir bunuelos en la esquina del hospital de la V.O.T.|6.85
19demarzo/19demarzo_0143.wav|ni menos se degradaba viviendo holgadamente a expensas de ninguna mondonguera o castanera o de alguna de las muchas Venus salidas de la jabonosa espuma del Manzanares.|ni menos se degradaba viviendo holgadamente a expensas de ninguna mondonguera o castanera o de alguna de las muchas Venus salidas de la jabonosa espuma del Manzanares.|11.26
19demarzo/19demarzo_0144.wav|Pujitos estabacon un pie en la clase media era un artesano honrado un habil maestro de obra prima|Pujitos estabacon un pie en la clase media era un artesano honrado un habil maestro de obra prima|6.84
19demarzo/19demarzo_0145.wav|pero tan hecho desde su tierna y bulliciosa infancia a las trapisondas y jaleos manolescos|pero tan hecho desde su tierna y bulliciosa infancia a las trapisondas y jaleos manolescos|5.68
19demarzo/19demarzo_0146.wav|que ni en el traje ni en las costumbres se le distinguia de los famosos Tres Pelos el Ronquito Majoma|que ni en el traje ni en las costumbres se le distinguia de los famosos Tres Pelos el Ronquito Majoma|6.26
19demarzo/19demarzo_0147.wav|y otras notabilidades de las que frecuentemente salian a visitar las cortes y sitios reales de Ceuta Melilla etc.|y otras notabilidades de las que frecuentemente salian a visitar las cortes y sitios reales de Ceuta Melilla etc.|8.89
19demarzo/19demarzo_0148.wav|Pujitos era espanol|Pujitos era espanol|1.73
19demarzo/19demarzo_0149.wav|y como es facil comprender tenia su poco de imaginacion pues alguno de los granos de sal prodigamente esparcidos por mano divina sobre esta tierra habia de caer en su cerebro.|y como es facil comprender tenia su poco de imaginacion pues alguno de los granos de sal prodigamente esparcidos por mano divina sobre esta tierra habia de caer en su cerebro.|10.21
19demarzo/19demarzo_0150.wav|No sabia leer y tenia ese don particular tambien espanol neto que consiste en asimilarse facilmente lo que se oye|No sabia leer y tenia ese don particular tambien espanol neto que consiste en asimilarse facilmente lo que se oye|7.31
19demarzo/19demarzo_0151.wav|pero exagerando o trastornando de tal manera las ideas que las repudiaria el mismo que por primera vez las echo al mundo.|pero exagerando o trastornando de tal manera las ideas que las repudiaria el mismo que por primera vez las echo al mundo.|8.13
19demarzo/19demarzo_0152.wav|Pujitos era ademas bullanguero era de esos que en todas epocas se distinguen por creer que los gritos publicos sirven de alguna cosa|Pujitos era ademas bullanguero era de esos que en todas epocas se distinguen por creer que los gritos publicos sirven de alguna cosa|8.41
19demarzo/19demarzo_0153.wav|gustaba de hablar cuando le oian mas de cuatro personas y tenia todos los marcados instintos del personaje de club pero como entonces no habia tales clubs|gustaba de hablar cuando le oian mas de cuatro personas y tenia todos los marcados instintos del personaje de club pero como entonces no habia tales clubs|8.97
19demarzo/19demarzo_0154.wav|ni milicias nacionales|ni milicias nacionales|1.72
19demarzo/19demarzo_0155.wav|fue preciso que pasaran catorce anos para que Pujitos entrara con distinto nombre en el uso pleno de sus extraordinarias facultades.|fue preciso que pasaran catorce anos para que Pujitos entrara con distinto nombre en el uso pleno de sus extraordinarias facultades.|8.92
19demarzo/19demarzo_0156.wav|Setenta anos mas tarde Pujitos hubiera sido un zapatero suscrito a dos o tres periodicos teniente de un batallon de|Setenta anos mas tarde Pujitos hubiera sido un zapatero suscrito a dos o tres periodicos teniente de un batallon de|7.75
19demarzo/19demarzo_0157.wav|vicepresidente de algun circulo propagandista elector diestro y activo vocal de una comision para la compra de armas|vicepresidente de algun circulo propagandista elector diestro y activo vocal de una comision para la compra de armas|7.5
19demarzo/19demarzo_0158.wav|inventor de algun figurin de uniforme hubiera hablado quizas del derecho al trabajo y del colectivismo y en vez de empezar sus discursos asi:|inventor de algun figurin de uniforme hubiera hablado quizas del derecho al trabajo y del colectivismo y en vez de empezar sus discursos asi:|9.16
19demarzo/19demarzo_0159.wav|«Jenores: denque los güenos espanoles...» los comenzaria de este otro modo: «Ciudadanos: a raiz de la revolucion...».|Jenores: denque los güenos espanoles...  los comenzaria de este otro modo: Ciudadanos: a raiz de la revolucion... .|9.31
19demarzo/19demarzo_0160.wav|Pero entonces no se habia hablado de los derechos del hombre y lo poco que de la soberania nacional dijeron algunos no llego a las tapiadas orejas de aquel personaje|Pero entonces no se habia hablado de los derechos del hombre y lo poco que de la soberania nacional dijeron algunos no llego a las tapiadas orejas de aquel personaje|9.04
19demarzo/19demarzo_0161.wav|ni entonces habia asociaciones de obreros ni derecho al trabajo ni batallones de milicias ni gorros encarnados|ni entonces habia asociaciones de obreros ni derecho al trabajo ni batallones de milicias ni gorros encarnados|7.16
19demarzo/19demarzo_0162.wav|ni habia periodicos ni mas discursos que los de la Academia por cuyas razones Pujitos no era mas que Pujitos.|ni habia periodicos ni mas discursos que los de la Academia por cuyas razones Pujitos no era mas que Pujitos.|8.07
19demarzo/19demarzo_0163.wav|De pie sobre el mostrador con la capa terciada el sombrero echado sobre la ceja derecha|De pie sobre el mostrador con la capa terciada el sombrero echado sobre la ceja derecha|5.67
19demarzo/19demarzo_0164.wav|aquel personaje hombre pequeno de cuerpo si bien de alma grande morenito con sus ojuelos abrillantados por los vapores que le subian del estomago hablo de esta manera :|aquel personaje hombre pequeno de cuerpo si bien de alma grande morenito con sus ojuelos abrillantados por los vapores que le subian del estomago hablo de esta manera :|11.94
19demarzo/19demarzo_0165.wav|-Jenores: denque los güenos espanoles golvimos en si y vimos quese menistro de los dimonios tenia vendio el reino a Napolion|-Jenores: denque los güenos espanoles golvimos en si y vimos quese menistro de los dimonios tenia vendio el reino a Napolion|9.95
19demarzo/19demarzo_0166.wav|risolvimos ir en ca el palacio de su sacarreal majestad pa icirle como estemos cansaos de que nos gobierne como nos esta gobernando|risolvimos ir en ca el palacio de su sacarreal majestad pa icirle como estemos cansaos de que nos gobierne como nos esta gobernando|9.98
19demarzo/19demarzo_0167.wav|y que naa mas sino que nos han de poneral Principe de Asturias|y que naa mas sino que nos han de poneral Principe de Asturias|4.29
19demarzo/19demarzo_0168.wav|para que el puebro contento diga «el Kirie eleyson cantando ¡Viva el principe Fernando!». (Fuertes gritos y patadas.)|para que el puebro contento diga el Kirie eleyson cantando ¡Viva el principe Fernando! . Fuertes gritos y patadas.|9.24
19demarzo/19demarzo_0169.wav|Ansina se ha de hacer que interin quel otro se guarda el dinero de la Nacion el puebro no come|Ansina se ha de hacer que interin quel otro se guarda el dinero de la Nacion el puebro no come|8.63
